transaction_id,user_id,receiver_id,receiver_type,amount,timestamp,date,hour_of_day,day_of_week,is_weekend,is_night_transaction,time_since_last_txn_min,transaction_type,payment_app,device_type,status,user_city_tier,user_kyc_status,user_avg_monthly_txn,user_avg_txn_value,user_loyalty_score,new_device_flag,ip_location_mismatch,failed_attempts_last_24h,transaction_velocity,amount_deviation_score,is_fraud,recurring_payment_flag,balance_after_transaction,transaction_frequency_score
TXN0011038,USR01448,MRC0241,Merchant,261.44,26/01/24 10:21,26/01/24,10,Friday,0,0,-462394.8,P2M,PhonePe,iOS,Pending,Tier 2,Not Verified,29,289.17,0.455,0,0,0,,0.0959,0,0,57803.47,0.58
TXN0006872,USR00447,MRC0063,Merchant,440.99,26/01/24 10:36,26/01/24,10,Friday,0,0,-476250.77,P2M,PhonePe,Web,Success,Tier 2,Not Verified,17,1009.15,0.475,0,0,0,0,0.563,0,0,25208.57,0.34
TXN0006589,USR00527,MRC0195,Merchant,1381.69,26/01/24 10:40,26/01/24,10,Friday,0,0,-419390.7,Bill Payment,GPay,Android,Success,Tier 1,Verified,41,1357.34,0.885,0,0,0,0,0.0179,0,1,21177.96,0.82
TXN0011288,USR00397,USR00440,User,4700.2,26/01/24 10:46,26/01/24,10,Friday,0,0,-257645.93,P2P,Amazon Pay,iOS,Success,Tier 1,Verified,31,718.61,0.767,0,0,0,1,5.5407,0,0,54913.54,0.62
TXN0011339,USR00583,MRC0065,Merchant,1029.29,26/01/24 11:14,26/01/24,11,Friday,0,0,-119779.2,P2M,PhonePe,iOS,Success,Tier 2,Not Verified,34,541.93,0.959,0,0,2,1,0.8993,0,0,79590.57,0.68
TXN0005179,USR01057,USR00856,User,1139.36,26/01/24 11:15,26/01/24,11,Friday,0,0,-408675.13,P2P,GPay,iOS,Success,Tier 3,Verified,28,384.33,0.282,0,0,0,0,1.9645,0,0,15698.66,0.56
TXN0007783,USR01980,USR01217,User,122.81,26/01/24 11:23,26/01/24,11,Friday,0,0,-70840.92,P2P,PhonePe,iOS,Success,Tier 2,Verified,19,851.48,0.246,0,0,1,0,0.8558,0,0,15226.21,0.38
TXN0018657,USR00258,MRC0053,Merchant,695.09,26/01/24 11:23,26/01/24,11,Friday,0,0,-81896.7,P2M,PhonePe,Android,Success,Tier 3,Verified,24,439.58,0.986,0,0,0,0,0.5813,0,0,30966.08,0.48
TXN0015919,USR00539,MRC0317,Merchant,285.95,26/01/24 11:28,26/01/24,11,Friday,0,0,-105148.27,P2M,BHIM,Android,Success,Tier 3,Verified,15,530.28,0.298,1,0,1,3,0.4608,1,0,58145.6,0.3
TXN0015818,USR01472,MRC0222,Merchant,804.92,26/01/24 12:08,26/01/24,12,Friday,0,0,-295968.07,P2M,Amazon Pay,Android,Success,Tier 3,Not Verified,14,663.9,0.287,0,0,0,1,0.2124,0,0,19478.79,0.28
TXN0016757,USR00334,USR00377,User,719.66,26/01/24 12:15,26/01/24,12,Friday,0,0,22992.65,P2P,Amazon Pay,iOS,Success,Tier 2,Verified,23,663.85,0.681,0,0,0,0,0.0841,0,0,72968.6,0.46
TXN0011754,USR00527,MRC0077,Merchant,1175.92,26/01/24 12:38,26/01/24,12,Friday,0,0,-46093.35,P2M,Paytm,Android,Success,Tier 1,Verified,41,1357.34,0.885,0,1,4,0,0.1337,0,0,19207.13,0.82
TXN0013111,USR00134,MRC0087,Merchant,1999.44,26/01/24 14:16,26/01/24,14,Friday,0,0,-38577.58,P2M,PhonePe,Android,Success,Tier 1,Not Verified,44,1279.39,0.432,0,0,0,2,0.5628,0,0,16304.2,0.88
TXN0015499,USR01001,MRC0036,Merchant,441.89,26/01/24 14:38,26/01/24,14,Friday,0,0,-259433.15,P2M,Paytm,Android,Success,Tier 1,Verified,58,1275.57,0.849,0,0,1,0,0.6536,0,0,31740.02,1
TXN0014855,USR00612,MRC0195,Merchant,1561.38,26/01/24 14:44,26/01/24,14,Friday,0,0,-328114.05,Recharge,GPay,Android,Success,Tier 1,Verified,53,580.95,0.985,0,0,1,0,1.6876,0,0,71453.57,1
TXN0018711,USR00109,MRC0185,Merchant,46.87,26/01/24 14:52,26/01/24,14,Friday,0,0,-381402.87,Bill Payment,GPay,iOS,Success,Tier 2,Not Verified,39,171.9,0.455,0,0,4,1,0.7273,0,1,70435.53,0.78
TXN0016020,USR00858,USR01042,User,713.19,26/01/24 14:54,26/01/24,14,Friday,0,0,-169930.77,P2P,PhonePe,iOS,Failed,Tier 1,Verified,34,885.44,0.136,0,0,0,2,,0,0,70916.52,0.68
TXN0007946,USR00689,USR01856,User,571.81,26/01/24 15:34,26/01/24,15,Friday,0,0,18775.88,P2P,Paytm,iOS,Success,Tier 1,Verified,47,1091.9,0.233,0,0,0,0,0.4763,0,0,16400.34,0.94
TXN0008100,USR00954,MRC0346,Merchant,192.91,26/01/24 16:13,26/01/24,16,Friday,0,0,-239895.87,P2M,WhatsApp Pay,Android,Success,Tier 2,Verified,14,1157.66,0.52,0,0,0,0,0.8334,0,0,52164.14,0.28
TXN0011975,USR00048,USR01864,User,719.74,26/01/24 16:55,26/01/24,16,Friday,0,0,-336117.73,P2P,Paytm,Android,Success,Tier 2,Verified,28,740.13,0.367,0,0,0,0,0.0275,0,0,27247.05,0.56
TXN0011578,USR00402,USR00822,User,183.67,26/01/24 17:00,26/01/24,17,Friday,0,0,-283176.2,P2P,BHIM,Android,Success,Tier 2,Verified,26,234.67,0.309,1,0,0,0,0.2173,0,0,32968.83,0.52
TXN0004448,USR01757,MRC0093,Merchant,748.63,26/01/24 17:09,26/01/24,17,Friday,0,0,-132278.2,P2M,PhonePe,Android,Failed,Tier 2,Verified,15,334.51,0.68,0,0,0,0,1.238,0,0,77451.94,0.3
TXN0010936,USR00571,MRC0016,Merchant,196.74,26/01/24 17:12,26/01/24,17,Friday,0,0,-222949.77,P2M,GPay,iOS,Success,Tier 2,Verified,28,260.92,0.223,0,0,0,0,0.246,0,0,44785.6,0.56
TXN0000648,USR00053,USR00099,User,552.91,26/01/24 17:14,26/01/24,17,Friday,0,0,,P2P,GPay,Android,Success,Tier 3,Verified,18,541.93,0.385,0,0,0,0,0.0203,0,0,6316.44,0.36
TXN0004162,USR00563,MRC0248,Merchant,695.8,26/01/24 17:47,26/01/24,17,Friday,0,0,-171910.72,Bill Payment,BHIM,Android,Success,Tier 1,Verified,61,420.03,0.918,0,0,0,0,0.6565,0,1,33913.85,1
TXN0001265,USR01399,MRC0183,Merchant,325.38,26/01/24 17:53,26/01/24,17,Friday,0,0,,Subscription,PhonePe,Android,Success,Tier 3,Verified,18,217.41,0.874,0,0,0,1,0.4966,0,1,29491.83,0.36
TXN0014027,USR00731,MRC0329,Merchant,883.6,26/01/24 20:01,26/01/24,20,Friday,0,0,-168518.18,Subscription,GPay,Android,Success,Tier 1,Verified,29,511.92,0.988,0,0,0,2,0.7261,0,1,5568.17,0.58
TXN0001743,USR01146,MRC0023,Merchant,1269.88,26/01/24 20:09,26/01/24,20,Friday,0,0,-184243.03,Bill Payment,GPay,Android,Success,Tier 2,Verified,28,1203.95,0.315,0,0,0,0,0.0548,0,1,48577.81,0.56
TXN0005703,USR00034,MRC0334,Merchant,305.22,26/01/24 21:03,26/01/24,21,Friday,0,0,-126881.32,P2M,PhonePe,Android,Success,Tier 2,Verified,30,261.92,0.323,0,0,3,0,0.1653,1,0,25897.18,0.6
TXN0004363,USR00940,USR01040,User,38.51,26/01/24 21:12,26/01/24,21,Friday,0,0,-141397.52,P2P,GPay,Android,Success,Tier 2,Verified,24,100.52,0.685,1,1,0,0,0.6169,0,0,40513.7,0.48
TXN0015956,USR01209,MRC0041,Merchant,261.97,26/01/24 21:18,26/01/24,21,Friday,0,0,-194010.47,P2M,BHIM,Android,Success,Tier 1,Not Verified,61,273.25,0.163,0,0,0,0,0.0413,0,0,44251.91,1
TXN0014401,USR01754,MRC0185,Merchant,596.3,26/01/24 21:25,26/01/24,21,Friday,0,0,-89027.03,Subscription,GPay,Web,Success,Tier 1,Verified,52,898.64,0.709,0,0,1,1,0.3364,0,1,75287.05,1
TXN0009583,USR00869,MRC0032,Merchant,697.34,26/01/24 21:43,26/01/24,21,Friday,0,0,-182336.05,P2M,PhonePe,iOS,Success,Tier 1,Verified,79,1255.6,0.245,1,0,3,0,0.4446,0,0,47680.46,1
TXN0007850,USR01373,MRC0177,Merchant,918.19,26/01/24 22:15,26/01/24,22,Friday,0,1,-352252.1,Recharge,GPay,Android,Success,Tier 2,Verified,20,587.48,0.541,0,0,0,0,0.5629,0,0,22532.8,0.4
TXN0010448,USR00571,MRC0088,Merchant,102.86,26/01/24 22:33,26/01/24,22,Friday,0,1,-185738.13,P2M,PhonePe,iOS,Success,Tier 2,Verified,28,260.92,0.223,0,0,0,0,0.6058,0,0,3695.06,0.56
TXN0007238,USR01726,USR01846,User,321.24,26/01/24 23:21,26/01/24,23,Friday,0,1,-336279.13,P2P,PhonePe,Android,Success,Tier 2,Verified,46,291.4,0.309,0,0,0,3,0.1024,0,0,33713.21,0.92
TXN0011335,USR01132,USR00333,User,2481.01,26/01/24 23:57,26/01/24,23,Friday,0,1,-5154.95,P2P,GPay,Web,Failed,Tier 1,Verified,59,2003.18,0.652,0,0,1,0,,0,0,47272.8,1
TXN0008980,USR01257,USR00807,User,235.24,26/01/24 23:58,26/01/24,23,Friday,0,1,-68353.62,P2P,PhonePe,Android,Success,Tier 1,Verified,35,366.47,0.597,0,0,0,0,0.3581,0,0,30960.86,0.7
TXN0018190,USR01224,MRC0374,Merchant,85.3,27/01/24 0:11,27/01/24,0,Saturday,1,1,11548.5,P2M,PhonePe,Android,Success,Tier 3,Verified,22,324.94,0.404,0,0,0,0,0.7375,0,0,61410.48,0.44
TXN0016946,USR00676,MRC0061,Merchant,186.29,27/01/24 0:21,27/01/24,0,Saturday,1,1,4302.15,P2M,GPay,iOS,Success,Tier 1,Verified,45,365.73,0.443,0,0,0,0,0.4906,0,0,32527.96,0.9
TXN0000774,USR00914,MRC0008,Merchant,527.23,27/01/24 0:26,27/01/24,0,Saturday,1,1,,P2M,GPay,Android,Success,Tier 3,Verified,23,306.28,0.731,0,0,0,0,0.7214,0,0,52995.62,0.46
TXN0003334,USR01327,USR01134,User,1533.42,27/01/24 1:00,27/01/24,1,Saturday,1,1,-192104.33,P2P,BHIM,Android,Success,Tier 3,Verified,16,684.96,0.665,0,0,0,0,1.2387,0,0,70395.4,0.32
TXN0012808,USR01479,MRC0325,Merchant,434.25,27/01/24 1:05,27/01/24,1,Saturday,1,1,-155942.23,P2M,Paytm,iOS,Success,Tier 3,Verified,11,504.26,0.742,0,0,0,0,0.1388,0,0,69722.74,0.22
TXN0002340,USR00049,MRC0370,Merchant,1520.21,27/01/24 1:44,27/01/24,1,Saturday,1,1,-479146.95,P2M,Paytm,Android,Success,Tier 1,Verified,38,962.75,0.626,0,0,0,0,0.579,0,0,17098.42,0.76
TXN0005817,USR00488,MRC0110,Merchant,894.86,27/01/24 2:27,27/01/24,2,Saturday,1,1,-469953.73,P2M,Paytm,iOS,Success,Tier 2,Verified,25,644.77,0.177,0,0,0,0,0.3879,0,0,59418.07,0.5
TXN0010208,USR00302,MRC0265,Merchant,278.74,27/01/24 2:35,27/01/24,2,Saturday,1,1,-83057.05,P2M,PhonePe,Web,Success,Tier 2,Verified,23,235.52,0.183,0,0,0,2,0.1835,0,0,54688.43,0.46
TXN0001313,USR00502,MRC0184,Merchant,2051.65,27/01/24 2:40,27/01/24,2,Saturday,1,1,,Bill Payment,GPay,iOS,Success,Tier 2,Not Verified,43,746.28,0.643,1,0,2,1,1.7492,0,1,77887.32,0.86
TXN0010261,USR01434,MRC0374,Merchant,164.78,27/01/24 3:07,27/01/24,3,Saturday,1,1,-342433.52,P2M,PhonePe,Android,Success,Tier 1,Verified,33,357.67,0.664,0,0,0,0,0.5393,0,0,70570.52,0.66
TXN0005222,USR00038,MRC0099,Merchant,800.87,27/01/24 3:24,27/01/24,3,Saturday,1,1,-354649.05,P2M,Paytm,Android,Failed,Tier 2,Verified,25,999.44,0.319,0,0,1,4,0.1987,0,0,40035.8,0.5
TXN0012649,USR01566,MRC0329,Merchant,1120.75,27/01/24 3:30,27/01/24,3,Saturday,1,1,-254816.65,P2M,Amazon Pay,iOS,Success,Tier 1,Verified,48,1223.28,0.96,0,0,0,2,0.0838,0,0,57520.33,0.96
TXN0006195,USR00865,MRC0249,Merchant,128.31,27/01/24 3:39,27/01/24,3,Saturday,1,1,-252511.72,P2M,Amazon Pay,iOS,Success,Tier 3,Not Verified,15,221.79,0.534,0,0,0,0,0.4215,0,0,34698.06,0.3
TXN0013872,USR01879,MRC0020,Merchant,124.68,27/01/24 3:45,27/01/24,3,Saturday,1,1,-424086.72,Bill Payment,PhonePe,Android,Failed,Tier 1,Verified,46,294.06,0.491,0,0,1,0,0.576,0,1,24434.24,0.92
TXN0013584,USR00008,USR01021,User,416.52,27/01/24 4:15,27/01/24,4,Saturday,1,1,-205142.43,P2P,GPay,Android,Success,Tier 1,Verified,25,551.88,0.757,0,0,0,1,0.2453,0,0,71052.19,0.5
TXN0010051,USR01635,USR00505,User,1651.06,27/01/24 4:37,27/01/24,4,Saturday,1,1,-117833.62,P2P,Paytm,Android,Success,Tier 2,Verified,25,662.98,0.276,0,0,0,1,1.4904,0,0,21846.67,0.5
TXN0013725,USR01041,MRC0091,Merchant,738.09,27/01/24 4:46,27/01/24,4,Saturday,1,1,-97363.57,Recharge,PhonePe,Android,Success,Tier 1,Verified,75,483.89,0.333,0,1,0,4,0.5253,0,0,47615.68,1
TXN0004958,USR00155,USR01092,User,292.22,27/01/24 6:10,27/01/24,6,Saturday,1,0,-141580.9,P2P,GPay,Android,Success,Tier 3,Not Verified,24,130.54,0.377,0,0,0,0,,0,0,40359.51,0.48
TXN0014555,USR00547,USR00141,User,729.38,27/01/24 6:19,27/01/24,6,Saturday,1,0,-378843.42,P2P,Paytm,Android,Success,Tier 2,Verified,40,1043.41,0.225,0,0,0,0,0.301,0,0,40905.88,0.8
TXN0012225,USR01464,MRC0264,Merchant,3491.35,27/01/24 6:20,27/01/24,6,Saturday,1,0,-139089.2,P2M,PhonePe,Android,Failed,Tier 1,Verified,68,1265.72,0.713,0,0,3,0,1.7584,0,0,7867.5,1
TXN0002104,USR01768,MRC0209,Merchant,390.37,27/01/24 6:49,27/01/24,6,Saturday,1,0,17528.53,P2M,BHIM,Android,Success,Tier 2,Verified,32,443.31,0.922,0,0,0,0,0.1194,0,0,61518.61,0.64
TXN0006723,USR00045,MRC0216,Merchant,141.81,27/01/24 6:58,27/01/24,6,Saturday,1,0,-255025.85,P2M,BHIM,Android,Success,Tier 2,Verified,12,238.34,0.537,0,0,0,0,0.405,0,0,71418.33,0.24
TXN0000475,USR01779,MRC0246,Merchant,617.56,27/01/24 7:31,27/01/24,7,Saturday,1,0,,Bill Payment,BHIM,iOS,Failed,Tier 2,Verified,25,267.24,0.269,0,0,2,0,1.3109,0,1,12102.15,0.5
TXN0003256,USR00735,MRC0323,Merchant,1405.93,27/01/24 7:36,27/01/24,7,Saturday,1,0,,P2M,PhonePe,Android,Success,Tier 2,Verified,30,978.66,0.787,0,0,0,0,0.4366,0,0,48292.51,0.6
TXN0010579,USR01705,MRC0136,Merchant,281.7,27/01/24 7:43,27/01/24,7,Saturday,1,0,-94053.48,P2M,Paytm,Web,Success,Tier 2,Verified,27,881.4,0.161,0,0,0,0,0.6804,0,0,6111.33,0.54
TXN0017158,USR01168,MRC0397,Merchant,273.12,27/01/24 7:56,27/01/24,7,Saturday,1,0,-254337.15,P2M,Paytm,Android,Success,Tier 2,Verified,33,338.16,0.482,0,0,0,1,0.1923,0,0,33194.15,0.66
TXN0008371,USR00702,MRC0354,Merchant,743.81,27/01/24 8:40,27/01/24,8,Saturday,1,0,-357818.12,Bill Payment,GPay,iOS,Success,Tier 1,Verified,69,691.95,0.926,0,0,0,0,0.0749,0,1,20147.3,1
TXN0012917,USR01710,MRC0137,Merchant,165.39,27/01/24 8:50,27/01/24,8,Saturday,1,0,-48208.15,Bill Payment,Paytm,iOS,Success,Tier 3,Not Verified,17,635.59,0.727,0,0,4,0,0.7398,0,1,24436.66,0.34
TXN0007023,USR01589,USR00746,User,1292.83,27/01/24 9:06,27/01/24,9,Saturday,1,0,-340734.92,P2P,GPay,Android,Success,Tier 1,Verified,40,1060.08,0.729,0,0,0,0,0.2196,0,0,6955.25,0.8
TXN0007288,USR01179,USR01214,User,127.85,27/01/24 9:22,27/01/24,9,Saturday,1,0,-360123.47,P2P,PhonePe,iOS,Success,Tier 2,Not Verified,19,213.03,0.146,0,0,0,0,0.3998,0,0,50418.13,0.38
TXN0004988,USR01917,USR01130,User,61.07,27/01/24 9:27,27/01/24,9,Saturday,1,0,-388428.73,P2P,Amazon Pay,Android,Success,Tier 3,Not Verified,17,128.35,0.597,0,0,3,0,0.5242,0,0,75529.17,0.34
TXN0000189,USR01582,MRC0395,Merchant,125.93,27/01/24 9:50,27/01/24,9,Saturday,1,0,,P2M,PhonePe,Web,Success,Tier 3,Not Verified,12,214.67,0.213,0,0,1,3,0.4134,0,0,61929.89,0.24
TXN0007158,USR01313,MRC0382,Merchant,357.72,27/01/24 9:56,27/01/24,9,Saturday,1,0,-469183.87,P2M,WhatsApp Pay,Android,Success,Tier 1,Verified,51,384.16,0.632,0,0,0,0,0.0688,0,0,25026.39,1
TXN0004430,USR01450,MRC0006,Merchant,147.05,27/01/24 10:23,27/01/24,10,Saturday,1,0,-445656.35,Subscription,PhonePe,Android,Failed,Tier 3,Verified,21,205.59,0.219,0,0,0,1,0.2847,0,1,13568,0.42
TXN0010048,USR00175,MRC0228,Merchant,632.24,27/01/24 10:34,27/01/24,10,Saturday,1,0,-476733.08,P2M,PhonePe,Android,Success,Tier 1,Verified,59,795.36,0.557,0,0,0,0,0.2051,0,0,14641.86,1
TXN0007480,USR00151,MRC0359,Merchant,273.8,27/01/24 10:44,27/01/24,10,Saturday,1,0,-457761.88,Subscription,Paytm,Web,Success,Tier 3,Verified,20,518.55,0.523,0,0,0,0,,0,1,76283.41,0.4
TXN0017961,USR00900,USR00891,User,528.69,27/01/24 10:57,27/01/24,10,Saturday,1,0,-387973.18,P2P,GPay,Android,Failed,Tier 1,Verified,18,867.53,0.495,0,0,0,0,0.3906,0,0,71715.73,0.36
TXN0012195,USR00594,MRC0193,Merchant,404.31,27/01/24 11:15,27/01/24,11,Saturday,1,0,-332826.53,P2M,GPay,iOS,Success,Tier 2,Verified,21,1382.06,0.886,0,0,1,4,0.7075,0,0,78366.73,0.42
TXN0004919,USR00828,MRC0385,Merchant,876.11,27/01/24 12:05,27/01/24,12,Saturday,1,0,-7319.3,EMI,PhonePe,iOS,Success,Tier 1,Verified,63,1846.2,0.149,0,0,4,0,0.5255,0,1,74793.02,1
TXN0014649,USR01900,MRC0035,Merchant,241.49,27/01/24 12:32,27/01/24,12,Saturday,1,0,-101347.45,P2M,GPay,Android,Success,Tier 1,Verified,43,623.88,0.702,0,0,0,0,0.6129,0,0,73574.56,0.86
TXN0001130,USR00359,MRC0286,Merchant,1799.87,27/01/24 12:45,27/01/24,12,Saturday,1,0,-485881.33,P2M,GPay,Android,Success,Tier 3,Verified,23,198.59,0.961,0,0,0,0,8.0632,0,0,44610.73,0.46
TXN0017630,USR01454,USR01483,User,381.08,27/01/24 13:32,27/01/24,13,Saturday,1,0,-209655.53,P2P,PhonePe,Android,Success,Tier 2,Verified,32,264.73,0.492,0,0,0,0,0.4395,0,0,79346.2,0.64
TXN0017800,USR01038,USR00876,User,465.34,27/01/24 14:23,27/01/24,14,Saturday,1,0,-346211.25,P2P,PhonePe,Android,Success,Tier 3,Verified,17,178.71,0.319,0,0,0,0,1.6039,0,0,66198.38,0.34
TXN0017131,USR01956,MRC0028,Merchant,606.32,27/01/24 14:34,27/01/24,14,Saturday,1,0,-366505.68,Bill Payment,PhonePe,Android,Success,Tier 2,Verified,30,417.69,0.95,0,0,1,0,0.4516,0,1,35654.28,0.6
TXN0010415,USR00640,USR01539,User,111.4,27/01/24 14:53,27/01/24,14,Saturday,1,0,-275656.78,P2P,Paytm,iOS,Success,Tier 3,Verified,12,168.52,0.992,0,0,0,1,0.339,0,0,39759.11,0.24
TXN0012187,USR01800,MRC0302,Merchant,2901.94,27/01/24 15:06,27/01/24,15,Saturday,1,0,-43035.8,Bill Payment,GPay,iOS,Success,Tier 1,Verified,49,1644.16,0.584,1,0,0,0,0.765,0,1,18769.46,0.98
TXN0013463,USR00251,MRC0036,Merchant,55.72,27/01/24 15:57,27/01/24,15,Saturday,1,0,27520.65,P2M,GPay,Android,Success,Tier 3,Verified,10,159.62,0.67,0,0,1,1,0.6509,0,0,13807.55,0.2
TXN0001515,USR00620,MRC0134,Merchant,671.5,27/01/24 16:26,27/01/24,16,Saturday,1,0,,Bill Payment,Paytm,Android,Failed,Tier 1,Verified,53,510.26,0.968,0,0,0,0,0.316,0,1,67918.39,1
TXN0009958,USR01576,MRC0272,Merchant,848.02,27/01/24 17:33,27/01/24,17,Saturday,1,0,-382278.85,P2M,PhonePe,iOS,Success,Tier 2,Verified,31,792.29,0.189,0,0,0,0,0.0703,0,0,23608.15,0.62
TXN0016534,USR01548,USR00584,User,405.17,27/01/24 18:24,27/01/24,18,Saturday,1,0,-39591.42,P2P,BHIM,Android,Success,Tier 1,Verified,21,860.03,0.529,0,0,2,1,0.5289,0,0,20160.72,0.42
TXN0006636,USR00747,MRC0303,Merchant,912.84,27/01/24 19:10,27/01/24,19,Saturday,1,0,-134335.65,Subscription,PhonePe,Android,Success,Tier 1,Verified,42,1724.35,0.696,0,0,0,0,0.4706,0,1,72724.95,0.84
TXN0010347,USR00025,MRC0347,Merchant,3263.86,27/01/24 19:39,27/01/24,19,Saturday,1,0,-236141.13,P2M,Paytm,Android,Success,Tier 1,Not Verified,25,1736.58,0.75,0,0,1,1,0.8795,0,0,18199.43,0.5
TXN0012041,USR01617,MRC0137,Merchant,205.16,27/01/24 20:21,27/01/24,20,Saturday,1,0,-63876.75,EMI,GPay,Android,Success,Tier 1,Verified,65,811.38,0.526,0,0,3,3,0.7471,0,1,64603.36,1
TXN0004832,USR00315,MRC0109,Merchant,560.67,27/01/24 20:22,27/01/24,20,Saturday,1,0,-369586.3,Recharge,Amazon Pay,Android,Success,Tier 2,Verified,13,343.06,0.139,0,0,0,0,0.6343,0,0,37280.42,0.26
TXN0003916,USR00861,USR01695,User,266.46,27/01/24 21:14,27/01/24,21,Saturday,1,0,,P2P,GPay,Android,Success,Tier 2,Verified,23,192.45,0.972,0,0,2,0,0.3846,1,0,53727.75,0.46
TXN0006653,USR00539,MRC0204,Merchant,184.4,27/01/24 21:24,27/01/24,21,Saturday,1,0,-27733.97,P2M,PhonePe,Android,Success,Tier 3,Verified,15,530.28,0.298,1,0,0,0,0.6523,0,0,43888.64,0.3
TXN0001699,USR00271,MRC0126,Merchant,613.68,27/01/24 21:25,27/01/24,21,Saturday,1,0,-189133.87,Subscription,Amazon Pay,iOS,Failed,Tier 2,Verified,18,502.22,0.796,0,0,0,0,0.2219,0,1,31217.37,0.36
TXN0017040,USR01671,MRC0146,Merchant,638.68,27/01/24 21:38,27/01/24,21,Saturday,1,0,-16875.33,P2M,PhonePe,iOS,Success,Tier 1,Verified,46,1385.07,0.99,0,0,0,0,0.5389,0,0,75114.01,0.92
TXN0017272,USR01488,MRC0038,Merchant,432.95,27/01/24 22:34,27/01/24,22,Saturday,1,1,-287457.95,EMI,GPay,Android,Success,Tier 2,Not Verified,15,175.02,0.17,0,0,2,0,1.4737,0,1,34745.42,0.3
TXN0008975,USR00359,USR01703,User,133.3,27/01/24 23:44,27/01/24,23,Saturday,1,1,-173244.4,P2P,BHIM,Android,Success,Tier 3,Verified,23,198.59,0.961,0,0,0,0,0.3288,0,0,8739.55,0.46
TXN0007500,USR00465,MRC0145,Merchant,2367.32,28/01/24 0:03,28/01/24,0,Sunday,1,1,-119595.47,Recharge,BHIM,Android,Success,Tier 1,Verified,48,889,0.471,0,0,0,3,1.6629,0,0,12578.89,0.96
TXN0010865,USR00813,MRC0203,Merchant,2361.98,28/01/24 0:21,28/01/24,0,Sunday,1,1,-76042.08,P2M,Amazon Pay,iOS,Success,Tier 1,Verified,45,2077.91,0.861,0,0,3,0,0.1367,0,0,4789.5,0.9
TXN0012119,USR00361,MRC0308,Merchant,267.03,28/01/24 1:30,28/01/24,1,Sunday,1,1,-104714.63,P2M,Paytm,Android,Success,Tier 3,Verified,5,176.76,0.284,1,0,0,0,0.5107,0,0,27039.12,0.1
TXN0018091,USR00370,MRC0084,Merchant,1338.91,28/01/24 1:34,28/01/24,1,Sunday,1,1,-321389.58,P2M,Paytm,Android,Success,Tier 1,Not Verified,23,1121.63,0.862,0,0,0,2,0.1937,0,0,32230.09,0.46
TXN0010843,USR00822,MRC0284,Merchant,705.89,28/01/24 2:52,28/01/24,2,Sunday,1,1,-115325.92,Bill Payment,GPay,Web,Success,Tier 1,Verified,33,1130.55,0.752,0,0,0,0,0.3756,0,1,20385.4,0.66
TXN0012113,USR01248,MRC0095,Merchant,53.02,28/01/24 2:53,28/01/24,2,Sunday,1,1,-393499.37,P2M,PhonePe,Web,Failed,Tier 3,Verified,30,107.62,0.537,1,0,0,1,0.5073,1,0,73007.92,0.6
TXN0009829,USR00517,USR00154,User,361.11,28/01/24 3:00,28/01/24,3,Sunday,1,1,-258119.85,P2P,Amazon Pay,Android,Success,Tier 2,Verified,36,457.51,0.236,0,0,0,2,0.2107,0,0,66550.19,0.72
TXN0014043,USR00621,MRC0287,Merchant,1825.46,28/01/24 5:09,28/01/24,5,Sunday,1,1,-278142.72,P2M,PhonePe,Android,Success,Tier 2,Verified,24,628.07,0.208,1,0,0,4,1.9065,0,0,29004.51,0.48
TXN0019720,USR00435,MRC0346,Merchant,796.37,28/01/24 5:43,28/01/24,5,Sunday,1,1,-318639.8,Recharge,WhatsApp Pay,Android,Success,Tier 2,Verified,33,637.04,0.888,0,0,0,0,0.2501,0,0,45155.94,0.66
TXN0012472,USR01052,MRC0172,Merchant,5050.25,28/01/24 5:57,28/01/24,5,Sunday,1,1,-165631.45,Bill Payment,GPay,Android,Success,Tier 1,Verified,34,1055.22,0.891,0,0,0,0,3.786,0,1,78648.61,0.68
TXN0014534,USR00910,MRC0289,Merchant,255.66,28/01/24 5:59,28/01/24,5,Sunday,1,1,-339502.5,Bill Payment,PhonePe,Android,Success,Tier 2,Not Verified,12,626.86,0.969,0,0,4,1,0.5922,0,1,58334.31,0.24
TXN0019546,USR00156,MRC0237,Merchant,152.1,28/01/24 6:19,28/01/24,6,Sunday,1,0,-222635.15,Recharge,PhonePe,Android,Success,Tier 3,Verified,23,167.45,0.522,0,0,1,0,0.0917,0,0,48378,0.46
TXN0018141,USR00380,MRC0117,Merchant,666.09,28/01/24 6:44,28/01/24,6,Sunday,1,0,-125489.38,Bill Payment,PhonePe,Android,Success,Tier 3,Verified,16,538.92,0.834,0,0,0,,0.236,0,1,44518.9,0.32
TXN0008858,USR01544,MRC0170,Merchant,219.71,28/01/24 7:57,28/01/24,7,Sunday,1,0,-215506.42,Recharge,Paytm,iOS,Success,Tier 1,Verified,59,281.31,0.7,0,0,0,0,0.219,0,0,11560.94,1
TXN0017898,USR01524,MRC0332,Merchant,1419.75,28/01/24 7:59,28/01/24,7,Sunday,1,0,-187533.58,P2M,Paytm,iOS,Success,Tier 1,Verified,72,2808.74,0.321,0,0,1,0,0.4945,0,0,2781.54,1
TXN0000808,USR00720,MRC0059,Merchant,210.96,28/01/24 8:01,28/01/24,8,Sunday,1,0,-150881.48,P2M,PhonePe,Android,Success,Tier 1,Verified,73,343.13,0.464,0,0,1,,0.3852,0,0,60340.15,1
